(Do Not Modify) Standards Elements,(Do Not Modify) Row Checksum,(Do Not Modify) Modified On,Name,Created On,Created By,Created By (Delegate),Date timestamp,Display Order,Element comments,Element Content,Element Page,Element Path,Element Reference,General requirement type,Is_Requirement,Modified By,Modified By (Delegate),Modified On,Owner,Record Created On,Standard Id,Standard Version,Status,Status Reason
a2be4b87-80b7-ea11-a812-000d3a530d85,MemuU84BYiDg1EoPDThnETFGDcXgSoHsZsNnCxn92AYEXxPjSSjgivW/Rn544sxryLG4QkfEvUsA8dhVKdrFGQ==,6/26/2020 7:43,143,6/26/2020 13:13,Vishal Mohan,,6/26/2020,143,,7.3) The organization shall maintain an up-to-date list of product groups specifying for each:,14,,7.3,2,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
a4be4b87-80b7-ea11-a812-000d3a530d85,oHk4H57n3gUCbvUlK5t0LregJx+xTSpQgI3xdKnPcEmHUbBMSDAzd2vSTPwX4cwEia0xLglhe05n98In9GSePw==,6/26/2020 7:43,144,6/26/2020 13:13,Vishal Mohan,,6/26/2020,144,,7.3 a) the product type(s) of the output products in accordance with FSC-STD-40-004a;,14,,7.3 a,2,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
a6be4b87-80b7-ea11-a812-000d3a530d85,qB+kt46IHylucL2bimRLFiVc43V8g56ewxuCEZCb466O2zkCORQEZPP4a+pQ7SOOKPG972Wh4PRVcLrTpAR8Dg==,6/26/2020 7:43,145,6/26/2020 13:13,Vishal Mohan,,6/26/2020,145,,7.3 b) the applicable FSC claims for the outputs. The organization may also indicate products that are eligible to carry the FSC Small and Community Label if the organization wants this information to be public in the FSC certificate database;,14,,7.3 b ,2,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
a8be4b87-80b7-ea11-a812-000d3a530d85,DLnd8wrAa7YtOcHHXjP1OV8wlv6vPzLHet3hDTyGu8MA376P9Q1GbGGbCOaAcCdLcvUQdwHfABCJ1KMHU51uTQ==,6/26/2020 7:43,146,6/26/2020 13:13,Vishal Mohan,,6/26/2020,146,,"7.3 c) the species (including scientific and common names), where the species information designates the product characteristics.",14,,7.3 c ,2,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
aabe4b87-80b7-ea11-a812-000d3a530d85,wEdXvHHTY5JLeF54GrW5ggiUqJIgf9tOmEjPcgKOjS2MnvwGjAPciWdf85cKxx1DVLOeFyZRC5BleL/AZKX8vg==,6/26/2020 7:43,147,6/26/2020 13:13,Vishal Mohan,,6/26/2020,147,,Transfer system ,15,,Heading 8,6,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
acbe4b87-80b7-ea11-a812-000d3a530d85,nDov6XnVW8nvk/FuYpAvrmzEQL9/FJa6GluuhsamVXeyCfuBj2kQcWHVyHBEHKs7gmMJ4BGQwbF/MqP7Fdy+ZQ==,6/26/2020 7:43,148,6/26/2020 13:13,Vishal Mohan,,6/26/2020,148,,Transfer system application ,15,,Heading box 5 ,6,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
aebe4b87-80b7-ea11-a812-000d3a530d85,GLMfJOCqIze9B+r7UN+iFJIG5eFLzizNJxCcLEZ6RFURDTALUmX3kKrxEo/A+xJZsA1aL3j60pOM25TRideWzg==,6/26/2020 7:43,149,6/26/2020 13:13,Vishal Mohan,,6/26/2020,149,,"The transfer system is an FSC control system which provides the simplest approach for the determination of output claims by transferring the FSC claims of inputs materials directly to the output products. Through segregation from ineligible materials, the",15,,Box 5,4,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
a2bd4b87-80b7-ea11-a812-000d3a530d85,/cnJVL/ITtn+tTTduTP/m4Hm2XRqYni2vbRCm3YzyK4kxiE56hsAwPYOD9uVbEttyKwcFoqSZz1cgFJBvLDbvw==,6/26/2020 7:43,15,6/26/2020 13:13,Vishal Mohan,,6/26/2020,15,,a) agents and auction houses arranging the trade of certified products between buyer and seller;,5,,Box 1,4,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
b0be4b87-80b7-ea11-a812-000d3a530d85,oP1uQl386IB8CyGHCQ2cM5gl7VpQeE6rCNEjsZDwMQeagf+GSOQJVLMS+YNnpRw4a7OlQB79APG7MfixMGrqWQ==,6/26/2020 7:43,150,6/26/2020 13:13,Vishal Mohan,,6/26/2020,150,,"8.1) For each product group, the organization shall specify claim periods or job orders for which a single FSC claim shall be made.",15,,8.1,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
b2be4b87-80b7-ea11-a812-000d3a530d85,7Ixp8PsmoGmfbbg1VuK6v+mNiE2bFDrrMY/YuJSXbID/hXXgduSI3M1OtVxpxVm3eXRuIyH9maX1ThtYal3cOA==,6/26/2020 7:43,151,6/26/2020 13:13,Vishal Mohan,,6/26/2020,151,,"8.2) For claim periods or job orders in which inputs belong to a single material category carrying an identical FSC claim, the organization shall determine this to be the corresponding FSC claim for the outputs.",15,,8.1999999999999993,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
b4be4b87-80b7-ea11-a812-000d3a530d85,59lUeAWsteiLQMfzFW8P9eCCI5Nag/EQ7Vm2o20yRGVotXxAv0ZcCwiWwkQK9aH2Hj4SHeQLlqspD6eYb9tv1g==,6/26/2020 7:43,152,6/26/2020 13:13,Vishal Mohan,,6/26/2020,152,CB will need to check whether this information can be verified remotely - it will depend on the final input claim,"8.3) For claim periods or job orders in which inputs of different material categories or associated percentage claims or credit claims are combined, the organization shall use the lowest FSC claim per input volume as the FSC claim for the outputs, as indi",15,,8.3000000000000007,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
b6be4b87-80b7-ea11-a812-000d3a530d85,Pj4V4Hp03E8AQFnDuQH9WImsAD5TPjexd0mn6qE+jC5wdKhNi5gzhhSd/yQd4KdkAglz8XMu/mYvKe85CQZQ7g==,6/26/2020 7:43,153,6/26/2020 13:13,Vishal Mohan,,6/26/2020,153,,Possible combinations of FSC input claims and resulting output claims when applying the transfer system,15,,Heading table D ,4,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
b8be4b87-80b7-ea11-a812-000d3a530d85,Wa2SxUSC7CH6PHKzm8x2c38FKIhaorwf3TtawNmmTGR1k0x8cGyxG3eMgx4dN+Bvxv7DFnG+ZAsUjwWY76lRig==,6/26/2020 7:43,154,6/26/2020 13:13,Vishal Mohan,,6/26/2020,154,,FSC-STD-40-004_TableD.png,15,https://onefsc.sharepoint.com/sites/Uli/AppData/Local/Microsoft/Windows/INetCache/Content.Outlook/L3HJCRWT/FSC-STD-40-004_TableD.png ,Table D,4,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
babe4b87-80b7-ea11-a812-000d3a530d85,wHvhB495sJHuNpWoG4CoBzJ6TN7ySj4QofGAbZhSNTBS2tEse9inV8W+v2E/QBDZPhPvxj5F2DFWiqLroloZEg==,6/26/2020 7:43,155,6/26/2020 13:13,Vishal Mohan,,6/26/2020,155,,9. Percentage system,16,,Heading 9 ,6,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
bcbe4b87-80b7-ea11-a812-000d3a530d85,qqCtqYxGNTvi1ZuGzz6sKZzfbxObiTkWbkXqkbkXGeqMFeMCKal74zNBGqPYMKi5v3z1PLphowibSV4pl5t39w==,6/26/2020 7:43,156,6/26/2020 13:13,Vishal Mohan,,6/26/2020,156,,"The percentage system is an FSC control system which allows all outputs to be sold with a percentage claim that corresponds to the proportion of claim-contributing inputs over a specified claim period.
The percentage system can be applied to FSC Mix and F",16,,Box 6,4,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
bebe4b87-80b7-ea11-a812-000d3a530d85,EBdr2anrCsI4wsoi2y+XzFIZ9rchbif6abz43GWF42p3egjGsZGYQmvzQa9AwP8fyl17KGRs3JgW1ZqGflst3g==,6/26/2020 7:43,157,6/26/2020 13:13,Vishal Mohan,,6/26/2020,157,,a) sale of products with the FSC 100% output claim;,16,,Box 6 a,4,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
c0be4b87-80b7-ea11-a812-000d3a530d85,g5cjsJ9jG7E7UhpY0kTind/eCkreH/nTi5g7kMcX6XQDR7DwvJ7jMlQA2r1UFte4VnWETlCSkP1iE+AXlrEQfA==,6/26/2020 7:43,158,6/26/2020 13:13,Vishal Mohan,,6/26/2020,158,,b) trade and distribution of finished wood products and paper (e.g. paper merchants);,16,,Box 6 b,4,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
c2be4b87-80b7-ea11-a812-000d3a530d85,Gl4ElMvcvhEIxavabAwDmV3aVNCvAE4b0Xngx2JePxeFl7kMdP4mskQCFNuoQaRiXFCtATxGkkXIj4R3+bsdTw==,6/26/2020 7:43,159,6/26/2020 13:13,Vishal Mohan,,6/26/2020,159,,c) trade without physical possession;,16,,Box 6 c,4,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
a4bd4b87-80b7-ea11-a812-000d3a530d85,0YfMnbMeP2yVVGJJZ/GRnDq1muCv7Vabekg/WFX/fd+eVg8Go55pHaXudZmrwmthdOLByZbO2vKFP0c0oFDCeQ==,6/26/2020 7:43,16,6/26/2020 13:13,Vishal Mohan,,6/26/2020,16,,"b) providers of logistics services, transporting and/or temporarily storing or warehousing certified products without changing their composition or physical integrity;",5,,Box 1,4,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
c4be4b87-80b7-ea11-a812-000d3a530d85,30NQ9GH7qLAvBTY9XeoOET2yChIeN/F7aEXwiq7XQuLjjh3BUVd1GxzZ0DUOMzTo44eMdSVWQV1htO+fQuf0uA==,6/26/2020 7:43,160,6/26/2020 13:13,Vishal Mohan,,6/26/2020,160,,"d) trade and processing of non-timber forest products (NTFPs), except for bamboo and NTFPs derived from trees (e.g. cork, resin, bark).",16,,Box 6 d,4,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
c6be4b87-80b7-ea11-a812-000d3a530d85,daC4cKTuNXZw641wetgkXgouZTWauww259zEZ+ktq0L29l39AtDANTqbTvU8q3FyNifUzOcjllkdgjr6Cbgxmg==,6/26/2020 7:43,161,6/26/2020 13:13,Vishal Mohan,,6/26/2020,161,,"9.1) For each product group, the organization shall specify claim periods or job orders for which a single FSC percentage claim shall be made. ",16,,9.1,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
c8be4b87-80b7-ea11-a812-000d3a530d85,uThdYOOhJDodj6gECeiJcnb+XXJ2XihQKEpa4bgZKyIKweJsGp6cKE99uF200Iv+zpHkZFbu6S/UKHVtyl5j3Q==,6/26/2020 7:43,162,6/26/2020 13:13,Vishal Mohan,,6/26/2020,162,,"9.2) For FSC Mix and FSC Recycled inputs, the organization shall use the percentage claim or credit claim stated on the supplier invoice to determine the quantity of claim-contributing inputs. ",16,,9.1999999999999993,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
cabe4b87-80b7-ea11-a812-000d3a530d85,ein5znEmfuRpW7eRh78iAteYQEOv1tIklsw9edrmIdFpIRc50Dn9HiVBVRp3cmiQ/fWw/L4+sxeY+kVjB6Hjmw==,6/26/2020 7:43,163,6/26/2020 13:13,Vishal Mohan,,6/26/2020,163,,NOTE: Material supplied with a credit claim shall be used by its full quantity as claim-contributing input.,16,,NOTE below 9.2,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
ccbe4b87-80b7-ea11-a812-000d3a530d85,fu0zP7voOODOoEizX7Qvge5G8CzP4S+J3xWAqyVSQSryVq9Vcf05UcHSdVV6uNPZ1a3FlNVEPkfEUeLzkkvBIQ==,6/26/2020 7:43,164,6/26/2020 13:13,Vishal Mohan,,6/26/2020,164,,"9.3) The organization shall calculate and record the FSC% for each claim period or job order by using the following formula:
FSC%  =    (Qc x 100)/Qt
FSC% = FSC percentage 
Qc = Quantity of claim-contributing inputs
Qt = Total quantity of forest-based inp",16,,9.3000000000000007,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
cebe4b87-80b7-ea11-a812-000d3a530d85,MlFuGXC77mmndY7TYVVg96yIRM+kURPSH0jOMqa38/2g5mj3HDlmZQ9ZSRS46S5a/WmxEHHHr/ZV9hV3cUVjWg==,6/26/2020 7:43,165,6/26/2020 13:13,Vishal Mohan,,6/26/2020,165,CB will need to check whether this information can be verified remotely ,"9.4) When the percentage system is applied at the level of multiple physical sites, the percentage shall be calculated based on an average FSC% of the inputs received by all sites. The conditions for the application of the percentage system at multi-site ",16,,9.4,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
d0be4b87-80b7-ea11-a812-000d3a530d85,nPIoPXuiOZ50Ilv5e9KqyD+kkLMM+1veuT5Mc5IDb2Cif8SVUTkGu899fZlTLj56UZRZ/Q6NvKDNQadr5H68Gw==,6/26/2020 7:43,166,6/26/2020 13:13,Vishal Mohan,,6/26/2020,166,,9.4 a) the percentage calculation shall only be applied to products within the same product group;,16,,9.4 a ,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
d2be4b87-80b7-ea11-a812-000d3a530d85,iQdn/Mb1gcJwXU5VqqHCIVWXDxaVQgTP493T4e8ihX8dYiNdI4ovyjwIGMxJQWakdI+iRzY4uh5AVNzEm78T+A==,6/26/2020 7:43,167,6/26/2020 13:13,Vishal Mohan,,6/26/2020,167,,9.4 b) all sites shall be within the scope of a single or multi-site certificate with a common ownership structure;,16,,9.4 b,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
d4be4b87-80b7-ea11-a812-000d3a530d85,RHzMmd+WenRircdULQwOfiZcPrky0pESubP4y3XpR6t7aaQLnzHfyIG+ZZ4cpoS09nn5Gj1p7FtvliWqmUwITA==,6/26/2020 7:43,168,6/26/2020 13:13,Vishal Mohan,,6/26/2020,168,,9.4 c) all sites shall be located within the same country or the Euro zone;,16,,9.4 c,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
d6be4b87-80b7-ea11-a812-000d3a530d85,7MraDDZBractHVUqTD5XUUmLcU/dYfW8KsIXSV7QaRaEhi39Jvl81FMNuq86o9Q89eg9Ds5V2ygFO/MwjkFmGw==,6/26/2020 7:43,169,6/26/2020 13:13,Vishal Mohan,,6/26/2020,169,,9.4 d) all sites shall use the same integrated management software;,16,,9.4 d,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
a6bd4b87-80b7-ea11-a812-000d3a530d85,74iUqoUTha6g21MYxlNpgmM7Bgd3gPKhER9+1qklvVLWVlMKkJM4yEGvXoDBVMJ4EJeZuRh7V66vCXgGu3k1kg==,6/26/2020 7:43,17,6/26/2020 13:13,Vishal Mohan,,6/26/2020,17,,c) contractors operating under an outsourcing agreement in accordance with Section 12 of this standard (p. 20).,5,,Box 1,4,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
d8be4b87-80b7-ea11-a812-000d3a530d85,4ZGafGqgoKoNs4WL48JtjniXMmOUdDRRS6CpBxag5XAFasdSh0EkGCxCeIzzZM4lMb34YJQCldtGfdFTKpE9RQ==,6/26/2020 7:43,170,6/26/2020 13:13,Vishal Mohan,,6/26/2020,170,,9.4 e) each site participating in a cross-site percentage calculation shall have an FSC percentage (FSC%) of at least 50%. ,16,,9.4 e,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
dabe4b87-80b7-ea11-a812-000d3a530d85,qGlG6qDuYhcxJWBl99lHzASXV0y6ciGO2X7IIK8DFDZhHnx9tlETtj9IxWyQB6UN5gRmK3SSUgy4eCO3U7EtSA==,6/26/2020 7:43,171,6/26/2020 13:13,Vishal Mohan,,6/26/2020,171,,"NOTE: FSC will monitor the environmental, social, and economic benefits and costs of the application of the percentage system at a multiple site level and re-evaluate after two years. Organizations applying the percentage system at a multiple site level a",16,,NOTE below 9.4 e,4,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
dcbe4b87-80b7-ea11-a812-000d3a530d85,sHELZADKSb3zTjDukmLzNYByXwf+h19rYX9IoWLpwxWP/+d7rXU3cTOVGOHGyuRme7NNLUQtXP7we6TqG65ncA==,6/26/2020 7:43,172,6/26/2020 13:13,Vishal Mohan,,6/26/2020,172,,"9.5) For each product group, the organization shall calculate the FSC% based on: ",17,,9.5,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
debe4b87-80b7-ea11-a812-000d3a530d85,/nxmT9CuJc/QhE6Hl+2X+NYmLhBaF+iTDnDOkqS5RjteAjmTJenhTYYIYsjveU8LBFtTJcNTaz4y7Lp1fTntxw==,6/26/2020 7:43,173,6/26/2020 13:13,Vishal Mohan,,6/26/2020,173,,9.5 a) the input to the same claim period or job order (single percentage); or,17,,9.5 a ,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
e0be4b87-80b7-ea11-a812-000d3a530d85,65C1sSE8sBpz8fiNpDkpFp3U6lh5S5lcyv5YFm9wU/q222a3JhWPJupsFHzQFb4H1v8J5cLycflJYvdU0qk8Vw==,6/26/2020 7:43,174,6/26/2020 13:13,Vishal Mohan,,6/26/2020,174,,9.5 b) the input to a specified number of previous claim periods (rolling average percentage). ,17,,9.5 b ,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
e2be4b87-80b7-ea11-a812-000d3a530d85,qnid7pMfx+bQUyHqo56z2+MQZbVERvtkgsNVkpEtWgMRLBLWeMR2WKBZtrxcGllfB/Ipuc+Sk7s75CmlO42WKg==,6/26/2020 7:43,175,6/26/2020 13:13,Vishal Mohan,,6/26/2020,175,,"9.6) The time period over which the input percentage is calculated shall not exceed 12 months, unless otherwise warranted by the nature of the business and approved by the FSC-accredited certification body.",17,,9.6,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
e4be4b87-80b7-ea11-a812-000d3a530d85,p8VflU4cMf0EVRtp0kF//s6aMLM56KuTOYiG50zLcTJGWCJ6l7ZsWol7vzDshIr2a2oROxEYOrDhAzbhe3rMuA==,6/26/2020 7:43,176,6/26/2020 13:13,Vishal Mohan,,6/26/2020,176,,9.7) Organizations using the single percentage method may apply the calculated FSC% to the FSC claim of the output products produced either during the same claim period/ job order or in the following claim period.,17,,9.6999999999999993,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
e6be4b87-80b7-ea11-a812-000d3a530d85,EnP3Xky+LtXABMzImlZ70CxtYmSKC4gtrWLFskWFEtUyagGKSC98iu7OncmSf1oCnhAjIRa25qgJDNBPbLIq+A==,6/26/2020 7:43,177,6/26/2020 13:13,Vishal Mohan,,6/26/2020,177,,9.8) Organizations using the rolling average percentage method shall apply the calculated FSC% from the specified number of previous claim periods to the FSC claim of the output products produced in the following claim period.,17,,9.8000000000000007,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
e8be4b87-80b7-ea11-a812-000d3a530d85,rfXJlr1Te+89bOyNe4VgtQr39D5YAZ8YZ8W/vVlhw49SSgbeJAKN9nVVNIyOwjdsFeeMZg+9tZE9WDUMyRrlWg==,6/26/2020 7:43,178,6/26/2020 13:13,Vishal Mohan,,6/26/2020,178,,9.9) Organizations applying the FSC percentage in the following claim period according to Clauses 9.7 and 9.8 shall ensure that fluctuations in the supply of input materials are not used to increase the amount of output products sold with FSC claims. Orga,17,,9.9,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
eabe4b87-80b7-ea11-a812-000d3a530d85,45jnXBpF8HUAydjPZysMUnvfGbs9s5StXG217CIIXDKylnOmgIRWLnravx+nBqsqJhDGsnHOJ2RUVjvNTLu0Pg==,6/26/2020 7:43,179,6/26/2020 13:13,Vishal Mohan,,6/26/2020,179,,9.10) The organization can sell the total output of a claim period or job order with an FSC Mix or FSC Recycled percentage claim that is identical to or lower than the calculated FSC%.,17,,9.1,3,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
a8bd4b87-80b7-ea11-a812-000d3a530d85,Xbru3f27QdoZl1x0G1rs9QZlGMZQJaX1xPDdyzegaVkAi4huBeAerwz/taZAxtioUFaTx8DAZ5AmJDGZJqzDUg==,6/26/2020 7:43,18,6/26/2020 13:13,Vishal Mohan,,6/26/2020,18,,Which components of a product need to be certified?,6,,Heading box 2 ,6,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
ecbe4b87-80b7-ea11-a812-000d3a530d85,Xg9QQNlVKE0y6t1t1bWvpXbD0+8OSoPxdWnN3f+85daVsxYH/VlCQ41DyksiI6J/aPiox1nNvHKQOuAkgyyBEw==,6/26/2020 7:43,180,6/26/2020 13:13,Vishal Mohan,,6/26/2020,180,,10. Credit system application,17,,Heading 10 ,6,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
eebe4b87-80b7-ea11-a812-000d3a530d85,ZkwQHQd+sYxx7B3b+it6pebHWaBV1x6jWffg6uV97bArhM+MlHWeXdwbFys/TBMDL4DzgtVFmAfGlWZgVcTk+A==,6/26/2020 7:43,181,6/26/2020 13:13,Vishal Mohan,,6/26/2020,181,,Credit system application,17,,Heading Box 7,6,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
f0be4b87-80b7-ea11-a812-000d3a530d85,rUPoMVjejzpQ3prJeuI7Qd0qZb8c34PsMoxEh6I6VYjLoPVd85uIdergTzodIcyb7GkBUXlgBgI1/tj2p4IKPQ==,6/26/2020 7:43,182,6/26/2020 13:13,Vishal Mohan,,6/26/2020,182,,"The credit system is an FSC control system which allows a proportion of outputs to be sold with a credit claim corresponding to the quantity of claim-contributing inputs and the applicable product group conversion factor(s).
The credit system can be used ",17,,Box 7,4,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
f2be4b87-80b7-ea11-a812-000d3a530d85,7foQwDhFvt+6nPiSML3OyhVr5m0UEUp/1mlUijwYTUjYIJw4I6jlTCwrWrsDsXSjIcDs8K47xDa7WlBCr0Vp8Q==,6/26/2020 7:43,183,6/26/2020 13:13,Vishal Mohan,,6/26/2020,183,,a) sale of products with the FSC 100% output claim;,17,,Box 7 a,4,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
f4be4b87-80b7-ea11-a812-000d3a530d85,Wy0fjvDL32pDQEW8R71dV2ggswgDFb8160qLypa8NH8q5C8EQ+9Q/5Wntw67brNSI8EHdnm0wIHATAvUGbZEtA==,6/26/2020 7:43,184,6/26/2020 13:13,Vishal Mohan,,6/26/2020,184,,b) trade and distribution of finished wood products and paper (e.g. paper merchants);,17,,Box 7 b,4,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
f6be4b87-80b7-ea11-a812-000d3a530d85,vb+8/rBkGbvMVq6hI9GJAa8r4l81jylMP+LSt07kRdnFsqbPGOkL8+JPclNyRKEkdXwZlfR4RPasbvdJUyWxsQ==,6/26/2020 7:43,185,6/26/2020 13:13,Vishal Mohan,,6/26/2020,185,,c) trade without physical possession;,17,,Box 7 c,4,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
f8be4b87-80b7-ea11-a812-000d3a530d85,J7uAVN+/s1y5MMKovJ0K570y5o90/4l9GCkoY2sBh7qTiVOZ//9CihJvPhAZRDcQX+28rlKRMz1GDPDLIkCCbg==,6/26/2020 7:43,186,6/26/2020 13:13,Vishal Mohan,,6/26/2020,186,,"d) trade and processing of non-timber forest products (NTFPs), except for bamboo and NTFPs derived from trees (e.g. cork, resin, bark);",17,,Box 7 d,4,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
fabe4b87-80b7-ea11-a812-000d3a530d85,4R9fZHNseC6M1/P78UgV9jAN9BMzeq086HV7GjA4dwip2XhikIO+mIOw11j1GIV5V/BE3LarZp9E4+yJ6x8jAA==,6/26/2020 7:43,187,6/26/2020 13:13,Vishal Mohan,,6/26/2020,187,,e) print processes;,17,,Box 7 e,4,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
fcbe4b87-80b7-ea11-a812-000d3a530d85,WZBdYFOEbkvOBBhw/9vLYWyCa/GQavxwSVge4gaKyoxnsCRKP6ewhaKQpbG4BW1zpBexwQmA4G/xB/mKyQXWjQ==,6/26/2020 7:43,188,6/26/2020 13:13,Vishal Mohan,,6/26/2020,188,,f) sale of product groups carrying the FSC Small and Community Label and/or claim.,17,,Box 7 f,4,1,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
febe4b87-80b7-ea11-a812-000d3a530d85,nv9HD5XGrfAi5mzz5HeSWNGux8f0SnZ5bnSMGibFnDzT0MmKZ0Qp3++MlQTL/USHjCCLK8SNKR91ace8/HRF7g==,6/26/2020 7:43,189,6/26/2020 13:13,Vishal Mohan,,6/26/2020,189,,10. Establishment of credit accounts,17,,Heading ,6,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
aabd4b87-80b7-ea11-a812-000d3a530d85,qjl000FGU2qRDwg3lwG3Z+IttinpxMEQDUqNg0TpZYzigvd99fgAqWkzYXCrY0iorf9P0RxqqXC0Bz7zoog07A==,6/26/2020 7:43,19,6/26/2020 13:13,Vishal Mohan,,6/26/2020,19,,"
All forest-based components that have a functional purpose in the product shall conform to CoC control requirements. A component has a functional purpose if the product’s function is compromised by the removal of the component. Forest-based components wi",6,,Box 2,1,0,Vishal Mohan,,6/26/2020 13:13,Vishal Mohan,,FSC-STD-40-004,36586,Active,Active
